COUNTY,ST,COUNTY_STATE,SSACD,COUNTY DESIGNA-TION,Primary Care Distance
Lucas,OH,"Lucas, OH",36490,Metro,10
Madison,OH,"Madison, OH",36500,Micro,20
Mahoning,OH,"Mahoning, OH",36510,Metro,10
Marion,OH,"Marion, OH",36520,Metro,10
Medina,OH,"Medina, OH",36530,Metro,10
Meigs,OH,"Meigs, OH",36540,Micro,20
Mercer,OH,"Mercer, OH",36550,Micro,20
Miami,OH,"Miami, OH",36560,Metro,10
Monroe,OH,"Monroe, OH",36570,Rural,30
Montgomery,OH,"Montgomery, OH",36580,Metro,10
Morgan,OH,"Morgan, OH",36590,Rural,30
Morrow,OH,"Morrow, OH",36600,Micro,20
Muskingum,OH,"Muskingum, OH",36610,Metro,10
Noble,OH,"Noble, OH",36620,Rural,30
Ottawa,OH,"Ottawa, OH",36630,Micro,20
Paulding,OH,"Paulding, OH",36640,Rural,30
Perry,OH,"Perry, OH",36650,Micro,20
Pickaway,OH,"Pickaway, OH",36660,Metro,10
Pike,OH,"Pike, OH",36670,Micro,20
Portage,OH,"Portage, OH",36680,Metro,10
Preble,OH,"Preble, OH",36690,Micro,20
Putnam,OH,"Putnam, OH",36700,Micro,20
Richland,OH,"Richland, OH",36710,Metro,10
Ross,OH,"Ross, OH",36720,Metro,10
Sandusky,OH,"Sandusky, OH",36730,Metro,10
Scioto,OH,"Scioto, OH",36740,Metro,10
Seneca,OH,"Seneca, OH",36750,Metro,10
Shelby,OH,"Shelby, OH",36760,Micro,20
Stark,OH,"Stark, OH",36770,Metro,10
Summit,OH,"Summit, OH",36780,Metro,10
Trumbull,OH,"Trumbull, OH",36790,Metro,10
Tuscarawas,OH,"Tuscarawas, OH",36800,Metro,10
Union,OH,"Union, OH",36810,Metro,10
Van Wert,OH,"Van Wert, OH",36820,Micro,20
Vinton,OH,"Vinton, OH",36830,Rural,30
Warren,OH,"Warren, OH",36840,Metro,10
Washington,OH,"Washington, OH",36850,Micro,20
Wayne,OH,"Wayne, OH",36860,Metro,10
Williams,OH,"Williams, OH",36870,Micro,20
Wood,OH,"Wood, OH",36880,Metro,10
Wyandot,OH,"Wyandot, OH",36890,Micro,20
Adair,OK,"Adair, OK",37000,Rural,30
Alfalfa,OK,"Alfalfa, OK",37010,CEAC,60
Atoka,OK,"Atoka, OK",37020,Rural,30
Beaver,OK,"Beaver, OK",37030,CEAC,60
Beckham,OK,"Beckham, OK",37040,Rural,30
Blaine,OK,"Blaine, OK",37050,Rural,30
Bryan,OK,"Bryan, OK",37060,Rural,30
Caddo,OK,"Caddo, OK",37070,Rural,30
Canadian,OK,"Canadian, OK",37080,Metro,10
Carter,OK,"Carter, OK",37090,Micro,20
Cherokee,OK,"Cherokee, OK",37100,Micro,20
Choctaw,OK,"Choctaw, OK",37110,Rural,30
Cimarron,OK,"Cimarron, OK",37120,CEAC,60
Cleveland,OK,"Cleveland, OK",37130,Metro,10
Coal,OK,"Coal, OK",37140,Rural,30
Comanche,OK,"Comanche, OK",37150,Metro,15
Cotton,OK,"Cotton, OK",37160,CEAC,60
Craig,OK,"Craig, OK",37170,Rural,30
Creek,OK,"Creek, OK",37180,Micro,20
Custer,OK,"Custer, OK",37190,Rural,30
Delaware,OK,"Delaware, OK",37200,Micro,20
Dewey,OK,"Dewey, OK",37210,CEAC,60
Ellis,OK,"Ellis, OK",37220,CEAC,60
Garfield,OK,"Garfield, OK",37230,Micro,20
Garvin,OK,"Garvin, OK",37240,Rural,30
Grady,OK,"Grady, OK",37250,Micro,20
Grant,OK,"Grant, OK",37260,CEAC,60
Greer,OK,"Greer, OK",37270,CEAC,60
Harmon,OK,"Harmon, OK",37280,CEAC,60
Harper,OK,"Harper, OK",37290,CEAC,60
Haskell,OK,"Haskell, OK",37300,Rural,30
Hughes,OK,"Hughes, OK",37310,Rural,30
Jackson,OK,"Jackson, OK",37320,Rural,30
Jefferson,OK,"Jefferson, OK",37330,CEAC,60
Johnston,OK,"Johnston, OK",37340,Rural,30
Kay,OK,"Kay, OK",37350,Rural,30
Kingfisher,OK,"Kingfisher, OK",37360,Rural,30
Kiowa,OK,"Kiowa, OK",37370,CEAC,60
Latimer,OK,"Latimer, OK",37380,Rural,30
Le Flore,OK,"Le Flore, OK",37390,Rural,30
Lincoln,OK,"Lincoln, OK",37400,Rural,30
Logan,OK,"Logan, OK",37410,Micro,20
Love,OK,"Love, OK",37420,Rural,30
McClain,OK,"McClain, OK",37430,Micro,20
McCurtain,OK,"McCurtain, OK",37440,Rural,30
McIntosh,OK,"McIntosh, OK",37450,Rural,30
Major,OK,"Major, OK",37460,CEAC,60
Marshall,OK,"Marshall, OK",37470,Rural,30
Mayes,OK,"Mayes, OK",37480,Micro,20
Murray,OK,"Murray, OK",37490,Rural,30
Muskogee,OK,"Muskogee, OK",37500,Micro,20
Noble,OK,"Noble, OK",37510,Rural,30
Nowata,OK,"Nowata, OK",37520,Rural,30
Okfuskee,OK,"Okfuskee, OK",37530,Rural,30
Oklahoma,OK,"Oklahoma, OK",37540,Metro,10
Okmulgee,OK,"Okmulgee, OK",37550,Micro,20
Osage,OK,"Osage, OK",37560,Rural,30
Ottawa,OK,"Ottawa, OK",37570,Micro,20
Pawnee,OK,"Pawnee, OK",37580,Rural,30
Payne,OK,"Payne, OK",37590,Metro,15
Pittsburg,OK,"Pittsburg, OK",37600,Rural,30
Pontotoc,OK,"Pontotoc, OK",37610,Micro,20
Pottawatomie,OK,"Pottawatomie, OK",37620,Micro,20
Pushmataha,OK,"Pushmataha, OK",37630,CEAC,60
Roger Mills,OK,"Roger Mills, OK",37640,CEAC,60
Rogers,OK,"Rogers, OK",37650,Metro,10
Seminole,OK,"Seminole, OK",37660,Rural,30
Sequoyah,OK,"Sequoyah, OK",37670,Micro,20
Stephens,OK,"Stephens, OK",37680,Micro,20
Texas,OK,"Texas, OK",37690,Rural,30
Tillman,OK,"Tillman, OK",37700,CEAC,60
Tulsa,OK,"Tulsa, OK",37710,Metro,10
Wagoner,OK,"Wagoner, OK",37720,Metro,10
Washington,OK,"Washington, OK",37730,Metro,10
Washita,OK,"Washita, OK",37740,Rural,30
Woods,OK,"Woods, OK",37750,CEAC,60
Woodward,OK,"Woodward, OK",37760,Rural,30
Baker,OR,"Baker, OR",38000,CEAC,60
Benton,OR,"Benton, OR",38010,Metro,10
Clackamas,OR,"Clackamas, OR",38020,Metro,10
Clatsop,OR,"Clatsop, OR",38030,Rural,30
Columbia,OR,"Columbia, OR",38040,Micro,20
Coos,OR,"Coos, OR",38050,Micro,20
Crook,OR,"Crook, OR",38060,CEAC,60
Curry,OR,"Curry, OR",38070,Rural,30
Deschutes,OR,"Deschutes, OR",38080,Micro,20
Douglas,OR,"Douglas, OR",38090,Micro,20
Gilliam,OR,"Gilliam, OR",38100,CEAC,60
Grant,OR,"Grant, OR",38110,CEAC,60
Harney,OR,"Harney, OR",38120,CEAC,60
Hood River,OR,"Hood River, OR",38130,Rural,30
Jackson,OR,"Jackson, OR",38140,Metro,15
Jefferson,OR,"Jefferson, OR",38150,Rural,30
Josephine,OR,"Josephine, OR",38160,Micro,20
Klamath,OR,"Klamath, OR",38170,Micro,25
Lake,OR,"Lake, OR",38180,CEAC,60
Lane,OR,"Lane, OR",38190,Metro,10
Lincoln,OR,"Lincoln, OR",38200,Rural,30
Linn,OR,"Linn, OR",38210,Micro,20
Malheur,OR,"Malheur, OR",38220,CEAC,60
Marion,OR,"Marion, OR",38230,Metro,10
Morrow,OR,"Morrow, OR",38240,CEAC,60
Multnomah,OR,"Multnomah, OR",38250,Large Metro,5
Polk,OR,"Polk, OR",38260,Metro,10
Sherman,OR,"Sherman, OR",38270,CEAC,60
Tillamook,OR,"Tillamook, OR",38280,Rural,30
Umatilla,OR,"Umatilla, OR",38290,Micro,20
Union,OR,"Union, OR",38300,Rural,30
Wallowa,OR,"Wallowa, OR",38310,CEAC,60
Wasco,OR,"Wasco, OR",38320,Rural,30
Washington,OR,"Washington, OR",38330,Metro,10
Wheeler,OR,"Wheeler, OR",38340,CEAC,60
Yamhill,OR,"Yamhill, OR",38350,Metro,10
Adams,PA,"Adams, PA",39000,Metro,10
Allegheny,PA,"Allegheny, PA",39010,Large Metro,5
Armstrong,PA,"Armstrong, PA",39070,Metro,10
Beaver,PA,"Beaver, PA",39080,Metro,10
Bedford,PA,"Bedford, PA",39100,Rural,30
Berks,PA,"Berks, PA",39110,Metro,10
Blair,PA,"Blair, PA",39120,Metro,10
Bradford,PA,"Bradford, PA",39130,Micro,20
Bucks,PA,"Bucks, PA",39140,Metro,10
Butler,PA,"Butler, PA",39150,Metro,10
Cambria,PA,"Cambria, PA",39160,Metro,10
Cameron,PA,"Cameron, PA",39180,Rural,30
Carbon,PA,"Carbon, PA",39190,Metro,10
Centre,PA,"Centre, PA",39200,Metro,10
Chester,PA,"Chester, PA",39210,Metro,10
Clarion,PA,"Clarion, PA",39220,Micro,20
Clearfield,PA,"Clearfield, PA",39230,Micro,20
Clinton,PA,"Clinton, PA",39240,Rural,30
Columbia,PA,"Columbia, PA",39250,Metro,10
Crawford,PA,"Crawford, PA",39260,Micro,20
Cumberland,PA,"Cumberland, PA",39270,Metro,10
Dauphin,PA,"Dauphin, PA",39280,Metro,10
Delaware,PA,"Delaware, PA",39290,Large Metro,5
Elk,PA,"Elk, PA",39310,Rural,30
Erie,PA,"Erie, PA",39320,Metro,10
Fayette,PA,"Fayette, PA",39330,Metro,10
Forest,PA,"Forest, PA",39340,Rural,30
Franklin,PA,"Franklin, PA",39350,Metro,10
Fulton,PA,"Fulton, PA",39360,Rural,30
Greene,PA,"Greene, PA",39370,Micro,20
Huntingdon,PA,"Huntingdon, PA",39380,Micro,20
Indiana,PA,"Indiana, PA",39390,Metro,10
Jefferson,PA,"Jefferson, PA",39400,Micro,20
Juniata,PA,"Juniata, PA",39410,Micro,20
Lackawanna,PA,"Lackawanna, PA",39420,Metro,10
Lancaster,PA,"Lancaster, PA",39440,Metro,10
Lawrence,PA,"Lawrence, PA",39450,Metro,10
Lebanon,PA,"Lebanon, PA",39460,Metro,10
Lehigh,PA,"Lehigh, PA",39470,Metro,10
Luzerne,PA,"Luzerne, PA",39480,Metro,10
Lycoming,PA,"Lycoming, PA",39510,Micro,20
McKean,PA,"McKean, PA",39520,Rural,30
Mercer,PA,"Mercer, PA",39530,Metro,10
Mifflin,PA,"Mifflin, PA",39540,Micro,20
Monroe,PA,"Monroe, PA",39550,Metro,10
Montgomery,PA,"Montgomery, PA",39560,Large Metro,5
Montour,PA,"Montour, PA",39580,Micro,20
Northampton,PA,"Northampton, PA",39590,Metro,10
Northumberland,PA,"Northumberland, PA",39600,Metro,10
Perry,PA,"Perry, PA",39610,Micro,20
Philadelphia,PA,"Philadelphia, PA",39620,Large Metro,5
Pike,PA,"Pike, PA",39630,Metro,10
Potter,PA,"Potter, PA",39640,Rural,30
Schuylkill,PA,"Schuylkill, PA",39650,Metro,10
Snyder,PA,"Snyder, PA",39670,Micro,20
Somerset,PA,"Somerset, PA",39680,Micro,20
Sullivan,PA,"Sullivan, PA",39690,Rural,30
Susquehanna,PA,"Susquehanna, PA",39700,Micro,20
Tioga,PA,"Tioga, PA",39710,Rural,30
Union,PA,"Union, PA",39720,Micro,20
Venango,PA,"Venango, PA",39730,Micro,20
Warren,PA,"Warren, PA",39740,Rural,30
Washington,PA,"Washington, PA",39750,Metro,10
Wayne,PA,"Wayne, PA",39760,Micro,20
Westmoreland,PA,"Westmoreland, PA",39770,Metro,10
Wyoming,PA,"Wyoming, PA",39790,Micro,20
York,PA,"York, PA",39800,Metro,10
Adjuntas,PR,"Adjuntas, PR",40010,Micro,20
Aguada,PR,"Aguada, PR",40020,Metro,10
Aguadilla,PR,"Aguadilla, PR",40030,Metro,10
Aguas Buenas,PR,"Aguas Buenas, PR",40040,Metro,10
Aibonito,PR,"Aibonito, PR",40050,Metro,10
Anasco,PR,"Anasco, PR",40060,Metro,10
Arecibo,PR,"Arecibo, PR",40070,Metro,10
Arroyo,PR,"Arroyo, PR",40080,Metro,10
Barceloneta,PR,"Barceloneta, PR",40090,Metro,10
Barranquitas,PR,"Barranquitas, PR",40100,Metro,10
Bayamon,PR,"Bayamon, PR",40110,Metro,10
Cabo Rojo,PR,"Cabo Rojo, PR",40120,Metro,10
Caguas,PR,"Caguas, PR",40130,Metro,10
Camuy,PR,"Camuy, PR",40140,Metro,10
Canovanas,PR,"Canovanas, PR",40145,Metro,10
Carolina,PR,"Carolina, PR",40150,Metro,10
Catano,PR,"Catano, PR",40160,Metro,10
Cayey,PR,"Cayey, PR",40170,Metro,10
Ceiba,PR,"Ceiba, PR",40180,Metro,10
Ciales,PR,"Ciales, PR",40190,Metro,10
Cidra,PR,"Cidra, PR",40200,Metro,10
Coamo,PR,"Coamo, PR",40210,Micro,20
Comerio,PR,"Comerio, PR",40220,Metro,10
Corozal,PR,"Corozal, PR",40230,Metro,10
Culebra,PR,"Culebra, PR",40240,Rural,30
Dorado,PR,"Dorado, PR",40250,Metro,10
Fajardo,PR,"Fajardo, PR",40260,Metro,10
Florida,PR,"Florida, PR",40265,Metro,10
Guanica,PR,"Guanica, PR",40270,Metro,10
Guayama,PR,"Guayama, PR",40280,Metro,10
Guayanilla,PR,"Guayanilla, PR",40290,Metro,10
Guaynabo,PR,"Guaynabo, PR",40300,Metro,10
Gurabo,PR,"Gurabo, PR",40310,Metro,10
Hatillo,PR,"Hatillo, PR",40320,Metro,10
Hormigueros,PR,"Hormigueros, PR",40330,Metro,10
Humacao,PR,"Humacao, PR",40340,Metro,10
Isabela,PR,"Isabela, PR",40350,Metro,10
Jayuya,PR,"Jayuya, PR",40360,Micro,20
Juana Diaz,PR,"Juana Diaz, PR",40370,Metro,10
Juncos,PR,"Juncos, PR",40380,Metro,10
Lajas,PR,"Lajas, PR",40390,Metro,10
Lares,PR,"Lares, PR",40400,Metro,10
Las Marias,PR,"Las Marias, PR",40410,Rural,30
Las Piedras,PR,"Las Piedras, PR",40420,Metro,10
Loiza,PR,"Loiza, PR",40430,Metro,10
Luquillo,PR,"Luquillo, PR",40440,Metro,10
Manati,PR,"Manati, PR",40450,Metro,10
Maricao,PR,"Maricao, PR",40460,Rural,30
Maunabo,PR,"Maunabo, PR",40470,Metro,10
Mayaguez,PR,"Mayaguez, PR",40480,Metro,10
Moca,PR,"Moca, PR",40490,Metro,10
Morovis,PR,"Morovis, PR",40500,Metro,10
Naguabo,PR,"Naguabo, PR",40510,Metro,10
Naranjito,PR,"Naranjito, PR",40520,Metro,10
Orocovis,PR,"Orocovis, PR",40530,Metro,10
Patillas,PR,"Patillas, PR",40540,Metro,10
Penuelas,PR,"Penuelas, PR",40550,Metro,10
Ponce,PR,"Ponce, PR",40560,Metro,10
Quebradillas,PR,"Quebradillas, PR",40570,Metro,10
Rincon,PR,"Rincon, PR",40580,Metro,10
Rio Grande,PR,"Rio Grande, PR",40590,Metro,10
Sabana Grande,PR,"Sabana Grande, PR",40610,Metro,10
Salinas,PR,"Salinas, PR",40620,Micro,20
San German,PR,"San German, PR",40630,Metro,10
San Juan,PR,"San Juan, PR",40640,Metro,10
San Lorenzo,PR,"San Lorenzo, PR",40650,Metro,10
San Sebastian,PR,"San Sebastian, PR",40660,Metro,10
Santa Isabel,PR,"Santa Isabel, PR",40670,Micro,20
Toa Alta,PR,"Toa Alta, PR",40680,Metro,10
Toa Baja,PR,"Toa Baja, PR",40690,Metro,10
Trujillo Alto,PR,"Trujillo Alto, PR",40700,Metro,10
Utuado,PR,"Utuado, PR",40710,Metro,10
Vega Alta,PR,"Vega Alta, PR",40720,Metro,10
Vega Baja,PR,"Vega Baja, PR",40730,Metro,10
Vieques,PR,"Vieques, PR",40740,Rural,30
Villalba,PR,"Villalba, PR",40750,Metro,10
Yabucoa,PR,"Yabucoa, PR",40760,Metro,10
Yauco,PR,"Yauco, PR",40770,Metro,10
Bristol,RI,"Bristol, RI",41000,Metro,10
Kent,RI,"Kent, RI",41010,Metro,10
Newport,RI,"Newport, RI",41020,Metro,10
Providence,RI,"Providence, RI",41030,Large Metro,5
Washington,RI,"Washington, RI",41050,Metro,10
Abbeville,SC,"Abbeville, SC",42000,Micro,20
Aiken,SC,"Aiken, SC",42010,Metro,10
Allendale,SC,"Allendale, SC",42020,Rural,30
Anderson,SC,"Anderson, SC",42030,Metro,10
Bamberg,SC,"Bamberg, SC",42040,Rural,30
Barnwell,SC,"Barnwell, SC",42050,Rural,30
Beaufort,SC,"Beaufort, SC",42060,Metro,10
Berkeley,SC,"Berkeley, SC",42070,Metro,10
Calhoun,SC,"Calhoun, SC",42080,Rural,30
Charleston,SC,"Charleston, SC",42090,Metro,10
Cherokee,SC,"Cherokee, SC",42100,Metro,10
Chester,SC,"Chester, SC",42110,Micro,20
Chesterfield,SC,"Chesterfield, SC",42120,Micro,20
Clarendon,SC,"Clarendon, SC",42130,Micro,20
Colleton,SC,"Colleton, SC",42140,Rural,30
Darlington,SC,"Darlington, SC",42150,Metro,10
Dillon,SC,"Dillon, SC",42160,Micro,20
Dorchester,SC,"Dorchester, SC",42170,Metro,10
Edgefield,SC,"Edgefield, SC",42180,Micro,20
Fairfield,SC,"Fairfield, SC",42190,Rural,30
Florence,SC,"Florence, SC",42200,Metro,10
Georgetown,SC,"Georgetown, SC",42210,Micro,20
Greenville,SC,"Greenville, SC",42220,Metro,10
Greenwood,SC,"Greenwood, SC",42230,Metro,10
Hampton,SC,"Hampton, SC",42240,Rural,30
Horry,SC,"Horry, SC",42250,Metro,10
Jasper,SC,"Jasper, SC",42260,Rural,30
Kershaw,SC,"Kershaw, SC",42270,Micro,20
Lancaster,SC,"Lancaster, SC",42280,Metro,10
Laurens,SC,"Laurens, SC",42290,Micro,20
Lee,SC,"Lee, SC",42300,Rural,30
Lexington,SC,"Lexington, SC",42310,Metro,10
McCormick,SC,"McCormick, SC",42320,Rural,30
Marion,SC,"Marion, SC",42330,Micro,20
Marlboro,SC,"Marlboro, SC",42340,Micro,20
Newberry,SC,"Newberry, SC",42350,Micro,20
Oconee,SC,"Oconee, SC",42360,Metro,15
Orangeburg,SC,"Orangeburg, SC",42370,Micro,20
Pickens,SC,"Pickens, SC",42380,Metro,10
Richland,SC,"Richland, SC",42390,Metro,10
Saluda,SC,"Saluda, SC",42400,Rural,30
Spartanburg,SC,"Spartanburg, SC",42410,Metro,10
Sumter,SC,"Sumter, SC",42420,Metro,10
Union,SC,"Union, SC",42430,Micro,20
Williamsburg,SC,"Williamsburg, SC",42440,Rural,30
York,SC,"York, SC",42450,Metro,10
Aurora,SD,"Aurora, SD",43010,CEAC,60
Beadle,SD,"Beadle, SD",43020,Rural,30
Bennett,SD,"Bennett, SD",43030,CEAC,60
Bon Homme,SD,"Bon Homme, SD",43040,Rural,30
Brookings,SD,"Brookings, SD",43050,Rural,30
Brown,SD,"Brown, SD",43060,Rural,30
Brule,SD,"Brule, SD",43070,CEAC,60
Buffalo,SD,"Buffalo, SD",43080,CEAC,60
Butte,SD,"Butte, SD",43090,CEAC,60
Campbell,SD,"Campbell, SD",43100,CEAC,60
Charles Mix,SD,"Charles Mix, SD",43110,CEAC,60
Clark,SD,"Clark, SD",43120,CEAC,60
Clay,SD,"Clay, SD",43130,Rural,30
Codington,SD,"Codington, SD",43140,Rural,30
Corson,SD,"Corson, SD",43150,CEAC,60
Custer,SD,"Custer, SD",43160,CEAC,60
Davison,SD,"Davison, SD",43170,Rural,30
Day,SD,"Day, SD",43180,CEAC,60
Deuel,SD,"Deuel, SD",43190,CEAC,60
Dewey,SD,"Dewey, SD",43200,CEAC,60
Douglas,SD,"Douglas, SD",43210,CEAC,60
Edmunds,SD,"Edmunds, SD",43220,CEAC,60
Fall River,SD,"Fall River, SD",43230,CEAC,60
Faulk,SD,"Faulk, SD",43240,CEAC,60
Grant,SD,"Grant, SD",43250,Rural,30
Gregory,SD,"Gregory, SD",43260,CEAC,60
Haakon,SD,"Haakon, SD",43270,CEAC,60
Hamlin,SD,"Hamlin, SD",43280,Rural,30
Hand,SD,"Hand, SD",43290,CEAC,60
Hanson,SD,"Hanson, SD",43300,CEAC,60
Harding,SD,"Harding, SD",43310,CEAC,60
Hughes,SD,"Hughes, SD",43320,Rural,30
Hutchinson,SD,"Hutchinson, SD",43330,CEAC,60
Hyde,SD,"Hyde, SD",43340,CEAC,60
Jackson,SD,"Jackson, SD",43350,CEAC,60
Jerauld,SD,"Jerauld, SD",43360,CEAC,60
Jones,SD,"Jones, SD",43370,CEAC,60
Kingsbury,SD,"Kingsbury, SD",43380,CEAC,60
Lake,SD,"Lake, SD",43390,Rural,30
Lawrence,SD,"Lawrence, SD",43400,Rural,30
Lincoln,SD,"Lincoln, SD",43410,Micro,20
Lyman,SD,"Lyman, SD",43420,CEAC,60
McCook,SD,"McCook, SD",43430,CEAC,60
McPherson,SD,"McPherson, SD",43440,CEAC,60
Marshall,SD,"Marshall, SD",43450,CEAC,60
Meade,SD,"Meade, SD",43460,CEAC,60
Mellette,SD,"Mellette, SD",43470,CEAC,60
Miner,SD,"Miner, SD",43480,CEAC,60
Minnehaha,SD,"Minnehaha, SD",43490,Metro,10
Moody,SD,"Moody, SD",43500,Rural,30
Pennington,SD,"Pennington, SD",43510,Micro,20
Perkins,SD,"Perkins, SD",43520,CEAC,60
Potter,SD,"Potter, SD",43530,CEAC,60
Roberts,SD,"Roberts, SD",43540,CEAC,60
Sanborn,SD,"Sanborn, SD",43550,CEAC,60
Oglala Lakota (formerly Shannon),SD,"Oglala Lakota, SD (formerly Shannon, SD)",43560,CEAC,60
Spink,SD,"Spink, SD",43570,CEAC,60
Stanley,SD,"Stanley, SD",43580,CEAC,60
Sully,SD,"Sully, SD",43590,CEAC,60
Todd,SD,"Todd, SD",43600,CEAC,60
Tripp,SD,"Tripp, SD",43610,CEAC,60
Turner,SD,"Turner, SD",43620,Rural,30
Union,SD,"Union, SD",43630,Rural,30
Walworth,SD,"Walworth, SD",43640,CEAC,60
Yankton,SD,"Yankton, SD",43670,Rural,30
Ziebach,SD,"Ziebach, SD",43680,CEAC,60
Anderson,TN,"Anderson, TN",44000,Metro,10
Bedford,TN,"Bedford, TN",44010,Micro,20
Benton,TN,"Benton, TN",44020,Rural,30
Bledsoe,TN,"Bledsoe, TN",44030,Rural,30
Blount,TN,"Blount, TN",44040,Metro,10
Bradley,TN,"Bradley, TN",44050,Metro,10
Campbell,TN,"Campbell, TN",44060,Micro,20
Cannon,TN,"Cannon, TN",44070,Micro,20
Carroll,TN,"Carroll, TN",44080,Rural,30
Carter,TN,"Carter, TN",44090,Metro,10
Cheatham,TN,"Cheatham, TN",44100,Micro,20
Chester,TN,"Chester, TN",44110,Micro,20
Claiborne,TN,"Claiborne, TN",44120,Micro,20
Clay,TN,"Clay, TN",44130,Rural,30
Cocke,TN,"Cocke, TN",44140,Micro,20
Coffee,TN,"Coffee, TN",44150,Metro,10
Crockett,TN,"Crockett, TN",44160,Micro,20
Cumberland,TN,"Cumberland, TN",44170,Micro,20
Davidson,TN,"Davidson, TN",44180,Metro,10
Decatur,TN,"Decatur, TN",44190,Rural,30
DeKalb,TN,"DeKalb, TN",44200,Micro,20
Dickson,TN,"Dickson, TN",44210,Metro,15
Dyer,TN,"Dyer, TN",44220,Micro,20
Fayette,TN,"Fayette, TN",44230,Micro,20
Fentress,TN,"Fentress, TN",44240,Rural,30
Franklin,TN,"Franklin, TN",44250,Micro,20
Gibson,TN,"Gibson, TN",44260,Micro,20
Giles,TN,"Giles, TN",44270,Rural,30
Grainger,TN,"Grainger, TN",44280,Micro,20
Greene,TN,"Greene, TN",44290,Metro,10
Grundy,TN,"Grundy, TN",44300,Rural,30
Hamblen,TN,"Hamblen, TN",44310,Metro,10
Hamilton,TN,"Hamilton, TN",44320,Metro,10
Hancock,TN,"Hancock, TN",44330,Rural,30
Hardeman,TN,"Hardeman, TN",44340,Rural,30
Hardin,TN,"Hardin, TN",44350,Rural,30
Hawkins,TN,"Hawkins, TN",44360,Metro,10
Haywood,TN,"Haywood, TN",44370,Rural,30
Henderson,TN,"Henderson, TN",44380,Micro,20
Henry,TN,"Henry, TN",44390,Micro,20
Hickman,TN,"Hickman, TN",44400,Rural,30
Houston,TN,"Houston, TN",44410,Rural,30
Humphreys,TN,"Humphreys, TN",44420,Rural,30
Jackson,TN,"Jackson, TN",44430,Rural,30
Jefferson,TN,"Jefferson, TN",44440,Metro,10
Johnson,TN,"Johnson, TN",44450,Micro,20
Knox,TN,"Knox, TN",44460,Metro,10
Lake,TN,"Lake, TN",44470,Rural,30
Lauderdale,TN,"Lauderdale, TN",44480,Micro,20
Lawrence,TN,"Lawrence, TN",44490,Micro,20
Lewis,TN,"Lewis, TN",44500,Rural,30
Lincoln,TN,"Lincoln, TN",44510,Micro,20
Loudon,TN,"Loudon, TN",44520,Metro,10
McMinn,TN,"McMinn, TN",44530,Metro,10
McNairy,TN,"McNairy, TN",44540,Rural,30
Macon,TN,"Macon, TN",44550,Micro,20
Madison,TN,"Madison, TN",44560,Metro,10
Marion,TN,"Marion, TN",44570,Micro,20
Marshall,TN,"Marshall, TN",44580,Micro,20
Maury,TN,"Maury, TN",44590,Metro,10
Meigs,TN,"Meigs, TN",44600,Micro,20
Monroe,TN,"Monroe, TN",44610,Micro,20
Montgomery,TN,"Montgomery, TN",44620,Metro,10
Moore,TN,"Moore, TN",44630,Rural,30
Morgan,TN,"Morgan, TN",44640,Rural,30
Obion,TN,"Obion, TN",44650,Micro,20
Overton,TN,"Overton, TN",44660,Micro,20
Perry,TN,"Perry, TN",44670,Rural,30
Pickett,TN,"Pickett, TN",44680,Rural,30
Polk,TN,"Polk, TN",44690,Rural,30
Putnam,TN,"Putnam, TN",44700,Metro,10
Rhea,TN,"Rhea, TN",44710,Micro,20
Roane,TN,"Roane, TN",44720,Metro,10
Robertson,TN,"Robertson, TN",44730,Metro,10
Rutherford,TN,"Rutherford, TN",44740,Metro,10
Scott,TN,"Scott, TN",44750,Rural,30
Sequatchie,TN,"Sequatchie, TN",44760,Micro,20
Sevier,TN,"Sevier, TN",44770,Metro,10
Shelby,TN,"Shelby, TN",44780,Metro,10
Smith,TN,"Smith, TN",44790,Micro,20
Stewart,TN,"Stewart, TN",44800,Rural,30
Sullivan,TN,"Sullivan, TN",44810,Metro,10
Sumner,TN,"Sumner, TN",44820,Metro,10
Tipton,TN,"Tipton, TN",44830,Metro,10
Trousdale,TN,"Trousdale, TN",44840,Rural,30
Unicoi,TN,"Unicoi, TN",44850,Micro,20
Union,TN,"Union, TN",44860,Micro,20
Van Buren,TN,"Van Buren, TN",44870,Rural,30
Warren,TN,"Warren, TN",44880,Micro,20
Washington,TN,"Washington, TN",44890,Metro,10
Wayne,TN,"Wayne, TN",44900,Rural,30
Weakley,TN,"Weakley, TN",44910,Micro,20
White,TN,"White, TN",44920,Micro,20
Williamson,TN,"Williamson, TN",44930,Metro,10
Wilson,TN,"Wilson, TN",44940,Metro,10
Anderson,TX,"Anderson, TX",45000,Micro,20
Andrews,TX,"Andrews, TX",45010,Rural,30
Angelina,TX,"Angelina, TX",45020,Metro,15
Aransas,TX,"Aransas, TX",45030,Micro,20
Archer,TX,"Archer, TX",45040,CEAC,60
Armstrong,TX,"Armstrong, TX",45050,CEAC,60
Atascosa,TX,"Atascosa, TX",45060,Rural,30
Austin,TX,"Austin, TX",45070,Rural,30
Bailey,TX,"Bailey, TX",45080,CEAC,60
Bandera,TX,"Bandera, TX",45090,Rural,30
Bastrop,TX,"Bastrop, TX",45100,Micro,20
Baylor,TX,"Baylor, TX",45110,CEAC,60
Bee,TX,"Bee, TX",45113,Rural,30
Bell,TX,"Bell, TX",45120,Metro,10
Bexar,TX,"Bexar, TX",45130,Large Metro,5
