zcta,adult_population,presidential_votes,voter_percent_of_population
71965,243,140,0.576131687
71968,3479,2209,0.634952573
71969,293,158,0.539249147
71970,642,339,0.528037383
71971,416,175,0.420673077
71972,252,115,0.456349206
71973,1110,404,0.363963964
71998,586,42,0.071672355
71999,652,177,0.271472393
72001,634,214,0.337539432
72002,13597,7431,0.546517614
72003,696,289,0.415229885
72004,625,390,0.624
72005,94,67,0.712765957
72006,1886,902,0.47826087
72007,6184,3500,0.565976714
72010,4645,2318,0.499031216
72011,3175,1908,0.600944882
72012,10021,4989,0.497854506
72013,1715,950,0.55393586
72014,38,21,0.552631579
72015,22746,11602,0.510067704
72016,2544,1618,0.636006289
72017,435,278,0.63908046
72019,19952,14482,0.725842021
72020,2768,1524,0.550578035
72021,2896,1446,0.499309392
72022,12894,7656,0.593764542
72023,26792,16161,0.603202448
72024,3001,1502,0.500499833
72025,640,358,0.559375
72026,231,145,0.627705628
72027,1021,541,0.529872674
72029,1296,679,0.523919753
72030,479,281,0.586638831
72031,6062,3282,0.541405477
72032,26665,13924,0.522182636
72034,38925,21733,0.558330122
72035,1692,272,0.160756501
72036,533,242,0.454033771
72037,30,10,0.333333333
72038,49,28,0.571428571
72039,1746,915,0.524054983
72040,2264,1113,0.491607774
72041,960,547,0.569791667
72042,3813,1629,0.427222659
72044,707,460,0.650636492
72045,1022,550,0.53816047
72046,3223,1568,0.486503258
72047,590,477,0.808474576
72048,85,50,0.588235294
72051,488,295,0.604508197
72055,712,322,0.452247191
72057,736,426,0.578804348
72058,12453,8877,0.712840279
72059,39,16,0.41025641
72060,509,223,0.438113949
72061,122,118,0.967213115
72063,1452,733,0.504820937
72064,1865,1021,0.547453083
72065,4049,2458,0.607063472
72067,2080,1376,0.661538462
72068,276,118,0.427536232
72069,1002,488,0.487025948
72070,1341,767,0.571961223
72072,407,210,0.515970516
72073,832,413,0.496394231
72074,126,53,0.420634921
72076,28765,13086,0.454927864
72079,599,271,0.452420701
72080,263,223,0.847908745
72081,5996,2782,0.463975984
72082,1527,561,0.367387033
72083,138,115,0.833333333
72084,910,422,0.463736264
72085,165,92,0.557575758
72086,8380,4619,0.551193317
72087,1523,1387,0.910702561
72088,2171,1430,0.658682635
72099,678,71,0.104719764
72101,2303,1219,0.529309596
72102,2331,1108,0.475332475
72103,9198,4891,0.531746032
72104,19037,8571,0.450228502
72106,4147,2351,0.566915843
72107,87,162,1
72108,64,26,0.40625
72110,8575,4560,0.531778426
72111,989,665,0.67239636
72112,9086,2939,0.323464671
72113,19585,12876,0.65744192
72114,8003,3298,0.412095464
72116,17571,11210,0.63798304
72117,11100,4538,0.408828829
72118,16076,8128,0.505598408
72119,0,2,1
72120,25777,16855,0.653877488
72121,2379,1098,0.461538462
72122,484,466,0.962809917
72123,341,114,0.33431085
72125,606,358,0.590759076
72126,2863,1639,0.572476423
72127,1816,963,0.530286344
72128,673,357,0.530460624
72129,862,588,0.682134571
72130,515,276,0.53592233
72131,3964,2359,0.595105954
72132,2437,1471,0.603610997
72134,264,125,0.473484848
72135,2147,1570,0.731252911
72136,1025,843,0.822439024
72137,1746,1098,0.628865979
72139,192,67,0.348958333
72140,286,121,0.423076923
72141,483,239,0.494824017
72142,1685,1397,0.829080119
72143,27898,14728,0.527923149
72149,0,0,NA
72150,9946,5644,0.567464307
72152,297,164,0.552188552
72153,1768,1152,0.65158371
72156,353,277,0.78470255
72157,1143,694,0.607174103
72160,7512,3483,0.463658147
72165,107,45,0.420560748
72166,88,88,1
72167,1302,779,0.598310292
72168,2353,133,0.056523587
72169,73,46,0.630136986
72170,211,78,0.369668246
72173,6695,4600,0.68707991
72175,204,150,0.735294118
72176,6478,3630,0.560358135
72179,271,194,0.715867159
72181,0,38,1
72201,889,537,0.604049494
72202,8114,4609,0.568030564
72204,23773,10783,0.453581794
72205,18924,11280,0.596068484
72206,18726,9253,0.494125814
72207,8496,6192,0.728813559
72209,21877,8263,0.37770261
72210,13215,7631,0.577449868
72211,17750,10987,0.618985915
72212,9439,7517,0.796376735
72223,17966,13687,0.761827897
72227,9448,5989,0.633890771
72301,17495,6955,0.397542155
72311,82,52,0.634146341
72315,15895,6047,0.380434099
72320,1546,195,0.126131953
72321,106,46,0.433962264
72322,100,55,0.55
72324,1729,781,0.451706189
72325,32,20,0.625
72326,1761,702,0.398637138
72327,1128,644,0.570921986
72328,46,17,0.369565217
72329,98,26,0.265306122
72330,411,152,0.369829684
72331,2230,802,0.359641256
72332,49,32,0.653061224
72333,369,241,0.653116531
72335,14206,4686,0.329860622
72338,7,12,1
72339,117,69,0.58974359
72340,111,33,0.297297297
72341,182,23,0.126373626
72342,3647,1459,0.40005484
72346,365,214,0.58630137
72347,532,282,0.530075188
72348,1907,740,0.388044048
72350,801,339,0.423220974
72351,481,263,0.546777547
72353,105,41,0.39047619
72354,1847,755,0.40877098
72355,1853,976,0.526713438
72358,1137,335,0.294635004
72359,279,118,0.422939068
72360,4298,1962,0.456491391
72364,11430,6557,0.573665792
72365,2062,856,0.415130941
72366,1621,748,0.461443553
72367,6,37,1
72368,1105,438,0.39638009
72370,5446,2367,0.434630922
72372,1353,708,0.523281596
72373,751,433,0.576564581
72374,692,313,0.452312139
72376,1470,630,0.428571429
72377,22,11,0.5
72379,15,6,0.4
72383,55,17,0.309090909
72384,677,299,0.441654357
72386,1513,606,0.400528751
72389,232,73,0.314655172
72390,5364,2423,0.451715138
72392,402,206,0.512437811
72394,381,146,0.3832021
72395,819,330,0.402930403
72396,9738,5396,0.554117889
72401,44081,18921,0.429232549
72404,20389,11796,0.578547256
72410,344,118,0.343023256
72411,1772,863,0.487020316
72412,417,249,0.597122302
72413,439,179,0.407744875
72414,280,145,0.517857143
72415,987,457,0.46301925
72416,4096,2149,0.524658203
72417,4148,1977,0.476615236
72419,1198,593,0.494991653
72421,305,232,0.760655738
72422,3439,1418,0.412329165
72424,69,25,0.362318841
72425,319,122,0.382445141
72426,125,64,0.512
72427,177,72,0.406779661
72428,62,24,0.387096774
72429,245,107,0.436734694
72430,327,143,0.437308869
72431,293,116,0.395904437
72432,5043,2239,0.443981757
72433,2287,872,0.381285527
72434,1444,824,0.570637119
72435,321,94,0.292834891
72436,777,331,0.425997426
72437,2947,1260,0.427553444
72438,2028,749,0.369329389
72440,187,102,0.545454545
72441,44,22,0.5
72442,3353,1467,0.43751864
72443,2206,1045,0.473708069
72444,1404,724,0.515669516
72445,35,29,0.828571429
72447,1654,716,0.432889964
72449,246,64,0.260162602
72450,29444,14024,0.476293982
72453,174,49,0.281609195
72454,3830,1877,0.490078329
72455,9537,4876,0.511271888
72456,433,232,0.535796767
72457,135,42,0.311111111
72458,504,296,0.587301587
72459,1029,456,0.443148688
72460,693,276,0.398268398
72461,2840,1232,0.433802817
72462,273,115,0.421245421
72464,43,31,0.720930233
72466,1034,604,0.584139265
72467,285,69,0.242105263
72469,818,389,0.475550122
72470,145,93,0.64137931
72471,778,366,0.470437018
72472,6783,2652,0.390977444
72473,1829,802,0.438490979
72476,5122,2443,0.476962124
72478,271,118,0.435424354
72479,1107,516,0.466124661
72482,1051,515,0.490009515
72501,19868,9867,0.496627743
72512,2105,1042,0.495011876
72513,2032,1243,0.611712598
72515,0,22,1
72517,209,175,0.837320574
72519,3216,1207,0.375310945
72520,123,136,1
72521,4249,1969,0.463403154
72522,430,157,0.365116279
72523,721,424,0.588072122
72524,291,161,0.553264605
72526,174,58,0.333333333
72527,238,227,0.953781513
72528,0,18,1
72529,4009,2240,0.558742829
72530,1128,941,0.834219858
72531,755,416,0.550993377
72532,978,750,0.766871166
72533,272,189,0.694852941
72534,1337,555,0.415108452
72536,363,198,0.545454545
72537,645,467,0.724031008
72538,380,190,0.5
72539,102,110,1
72540,130,65,0.5
72542,3131,1779,0.568189077
72543,10133,6067,0.598736801
72544,593,317,0.534569983
72546,171,88,0.514619883
72550,559,324,0.57960644
72553,39,33,0.846153846
72554,1864,1140,0.611587983
72555,110,74,0.672727273
72556,2910,1557,0.535051546
72560,7471,4304,0.576094231
72561,591,444,0.751269036
72562,1693,793,0.468399291
72564,299,181,0.605351171
72565,584,346,0.592465753
72566,460,235,0.510869565
72567,205,106,0.517073171
72568,840,635,0.755952381
72569,557,173,0.31059246
72571,239,156,0.652719665
72572,97,77,0.793814433
72573,178,165,0.926966292
72576,3361,1643,0.488842606
72577,531,338,0.63653484
72578,69,93,1
72579,919,652,0.709466812
72581,926,549,0.59287257
72583,1534,685,0.44654498
72584,236,283,1
72585,286,105,0.367132867
72587,47,40,0.85106383
72601,23247,13862,0.596291995
72611,1400,707,0.505
72616,8200,3715,0.45304878
72617,48,73,1
72619,1885,1000,0.530503979
72623,736,325,0.441576087
72624,442,308,0.696832579
72626,1145,538,0.469868996
72628,695,407,0.585611511
72629,301,266,0.88372093
72630,220,96,0.436363636
72631,3441,2496,0.725370532
72632,3561,2782,0.781241224
72633,1286,864,0.6718507
72634,3569,1939,0.543289437
72635,2850,1510,0.529824561
72636,3,11,1
72638,5169,2185,0.422712323
72639,422,351,0.831753555
72640,334,170,0.508982036
72641,2562,1239,0.483606557
72642,1741,1197,0.687535899
72644,1864,1047,0.561695279
72645,1683,933,0.554367201
72648,320,292,0.9125
72650,3102,2077,0.669568021
72651,1004,583,0.580677291
72653,23597,14671,0.621731576
72655,202,240,1
72658,1160,861,0.742241379
72660,501,213,0.425149701
72661,534,330,0.617977528
72662,2188,1486,0.679159049
72663,134,152,1
72666,83,185,1
72668,182,241,1
72669,66,50,0.757575758
72670,79,40,0.506329114
72672,218,98,0.449541284
72675,1244,660,0.530546624
72677,295,144,0.488135593
72679,7,21,1
72680,718,374,0.520891365
72682,226,85,0.376106195
72683,204,104,0.509803922
72685,1045,614,0.587559809
72686,110,91,0.827272727
72687,5472,2854,0.521564327
72701,38110,18233,0.478430858
72703,25727,15472,0.601391534
72704,20029,13739,0.685955365
72712,40820,26510,0.649436551
72714,10430,7755,0.743528284
72715,13681,10888,0.795848257
72717,575,459,0.79826087
72718,2238,1832,0.818588025
72719,8826,5982,0.677770224
72721,285,190,0.666666667
72722,2420,1093,0.451652893
72727,4587,2971,0.647700022
72729,152,94,0.618421053
72730,6370,4462,0.700470958
72732,3984,2265,0.568524096
72734,6327,3060,0.483641536
72736,4841,2987,0.617021277
72738,1997,1231,0.616424637
72739,595,316,0.531092437
72740,7023,4244,0.604300157
72742,447,259,0.579418345
72744,3959,2063,0.521091185
72745,9897,6013,0.607557846
72747,256,72,0.28125
72749,99,35,0.353535354
72751,5379,3608,0.670756646
72752,294,137,0.465986395
72753,6977,5089,0.729396589
72756,31328,15637,0.499138151
72758,29976,18206,0.607352549
72760,249,167,0.670682731
72761,16393,8627,0.526261209
72762,30174,17545,0.58146086
72764,38665,14409,0.372662615
72768,1008,482,0.478174603
72769,1023,482,0.471163245
72773,1040,453,0.435576923
72774,4565,3094,0.677765608
72776,510,287,0.562745098
72801,15213,5384,0.353907842
72802,17028,9549,0.560782241
72821,1636,650,0.397310513
72823,4390,2613,0.595216401
72824,1219,604,0.495488105
72826,41,14,0.341463415
72827,186,80,0.430107527
72828,35,42,1
72830,11892,5594,0.470400269
72832,939,268,0.285410011
72833,3172,1091,0.343947037
72834,7999,3320,0.415051881
72835,661,340,0.514372163
72837,6038,3543,0.586783703
72838,108,61,0.564814815
72839,228,113,0.495614035
72840,1658,696,0.419782871
72841,181,95,0.524861878
72842,847,495,0.584415584
72843,2099,942,0.448785136
72845,817,493,0.603427173
72846,3034,1503,0.49538563
72847,2224,1179,0.530125899
72851,428,213,0.497663551
72852,82,112,1
72853,1766,629,0.35617214
72854,682,315,0.461876833
72855,4970,2277,0.458148893
72856,294,238,0.80952381
72857,1139,529,0.464442493
72858,2779,1510,0.543360921
72860,223,152,0.68161435
72863,1369,688,0.502556611
72865,1058,543,0.513232514
72901,16761,6091,0.363403138
72903,19669,10602,0.539020794
72904,16140,3967,0.245786865
72908,10287,5812,0.564984932
72916,6802,4958,0.728903264
72921,10244,5824,0.568527919
72923,3786,1781,0.470417327
72926,499,203,0.406813627
72927,6351,3085,0.485750276
72928,648,273,0.421296296
72930,222,330,1
72932,1102,639,0.579854809
72933,3957,2178,0.550416983
72934,613,478,0.779771615
72935,320,234,0.73125
72936,10758,7016,0.65216583
72937,2556,1649,0.64514867
72938,840,509,0.605952381
72940,2398,1035,0.431609675
72941,4122,2362,0.573022804
72943,1748,1000,0.57208238
72944,2630,1102,0.419011407
72945,188,99,0.526595745
72946,3212,1498,0.46637609
72947,3112,1633,0.524742931
72948,223,209,0.937219731
72949,7285,3901,0.535483871
72950,320,175,0.546875
72951,729,293,0.401920439
72952,2190,1271,0.580365297
72955,356,170,0.47752809
72956,26780,12570,0.469380134
72958,5096,2356,0.462323391
72959,1950,1265,0.648717949
75556,NA,10,NA
84531,NA,11,NA
84536,NA,132,NA
85003,7198,4781,0.664212281
85004,6711,2326,0.346595142
85006,19812,9305,0.46966485
85007,10750,5278,0.490976744
85008,46501,16807,0.361433087
85009,36445,9020,0.247496227
85012,6309,3897,0.617689016
85013,17592,11153,0.633981355
85014,22276,14748,0.66205782
85015,29703,13463,0.45325388
85016,29810,19708,0.661120429
85017,29067,8622,0.296625039
85018,30023,22934,0.763881025
85019,18862,6168,0.32700668
85020,28584,18925,0.662083683
85021,31992,15333,0.479276069
85022,42344,25110,0.593000189
85023,26012,14306,0.549976934
85024,19034,13908,0.730692445
85027,30225,17487,0.578560794
85028,15519,13545,0.872801083
85029,36076,17592,0.48763721
85031,22406,6840,0.305275373
85032,57679,32079,0.556164289
85033,42526,12401,0.291609839
85034,3599,2029,0.563767713
85035,39959,10937,0.273705548
85037,37362,14850,0.397462663
85040,24316,8984,0.369468663
85041,42739,20882,0.488593556
85042,34894,19337,0.55416404
85043,25196,8637,0.342792507
85044,32737,23339,0.712924214
85045,5431,5230,0.962990241
85048,26909,22054,0.819577093
85050,23138,18369,0.793888841
85051,33417,14577,0.4362151
85053,24146,13261,0.549200696
85054,7010,4385,0.62553495
85083,14043,11987,0.853592537
85085,17648,13779,0.780768359
85086,32451,27047,0.833472004
85087,6203,4770,0.76898275
85118,12185,8711,0.714895363
85119,20784,11722,0.563991532
85120,26832,12984,0.483899821
85121,1094,547,0.5
85122,43550,22557,0.517956372
85123,8363,4333,0.518115509
85128,12367,5608,0.453464866
85131,17431,4164,0.238884746
85132,33819,10836,0.320411603
85135,397,226,0.569269521
85137,1945,1101,0.566066838
85138,28027,21774,0.77689371
85139,13161,7720,0.586581567
85140,32372,20871,0.644723835
85141,375,94,0.250666667
85142,48765,42275,0.866912745
85143,27429,18986,0.692187101
85145,2605,1153,0.442610365
85147,2877,994,0.345498783
85172,1269,322,0.253743105
85173,2654,1182,0.445365486
85192,1952,684,0.350409836
85193,4671,1467,0.314065511
85194,6418,3275,0.510283577
85201,40436,18252,0.451379958
85202,31265,17282,0.552758676
85203,28629,15634,0.546089629
85204,49258,23101,0.468979658
85205,34669,23370,0.674089244
85206,30199,18212,0.603066327
85207,38758,28226,0.728262552
85208,29770,17585,0.590695331
85209,32829,21787,0.66365104
85210,30008,14059,0.468508398
85212,25765,25158,0.976440908
85213,27470,19234,0.700182017
85215,14147,10548,0.745599774
85224,33841,24170,0.714222393
85225,53861,32854,0.609977535
85226,29899,22198,0.742432857
85233,27198,22011,0.809287448
85234,35339,30940,0.875519964
85248,30096,21926,0.728535354
85249,28455,28982,1
85250,15239,11448,0.751230396
85251,35038,22699,0.647839489
85253,15608,12759,0.817465402
85254,36982,30703,0.830214699
85255,35443,29584,0.834692323
85256,4196,1669,0.397759771
85257,29075,16129,0.554737747
85258,22309,17275,0.774351159
85259,19043,15455,0.811584309
85260,32727,25098,0.766889724
85262,10846,10593,0.976673428
85263,2825,2067,0.731681416
85264,1013,544,0.537018756
85266,11478,9035,0.787158041
85268,22378,16926,0.756367861
85281,60917,22034,0.361705271
85282,46043,25141,0.546033056
85283,41495,23243,0.560139776
85284,15966,12583,0.788112239
85286,31881,25837,0.810419999
85295,32662,27232,0.83375176
85296,31219,24549,0.786348057
85297,21546,20532,0.9529379
85298,22090,21126,0.956360344
85301,46559,14977,0.321677871
85302,30935,16766,0.541975109
85303,24669,10807,0.438080182
85304,21814,13477,0.617814248
85305,10252,5632,0.549356223
85306,20393,12109,0.59378218
85307,7935,3758,0.473597984
85308,53426,36817,0.689121402
85309,678,284,0.418879056
85310,15332,12190,0.795069136
85320,967,299,0.309203723
85321,3162,1612,0.509803922
85322,578,266,0.460207612
85323,30326,14368,0.473784871
85324,2506,1655,0.660415004
85325,1182,463,0.391708968
85326,45521,26922,0.591419345
85328,251,96,0.38247012
85331,24435,21820,0.892981379
85332,1458,1188,0.814814815
85333,426,119,0.279342723
85334,980,370,0.37755102
85335,24407,11765,0.482033843
85336,377,176,0.466843501
85337,1740,290,0.166666667
85338,36168,27193,0.751852466
85339,32772,19193,0.585652386
85340,25688,17691,0.688687325
85341,0,30,1
85342,1510,825,0.546357616
85343,167,109,0.652694611
85344,8126,3901,0.480063992
85345,43059,26030,0.60451938
85346,3997,1465,0.366524894
85347,475,229,0.482105263
85348,2314,948,0.409680207
85349,21894,6928,0.316433726
85350,16026,5590,0.348808187
85351,28413,21099,0.742582621
85352,412,161,0.390776699
85353,28768,12993,0.451647664
85354,5805,2609,0.449440138
85355,9111,7826,0.858961695
85356,4237,1584,0.373849422
85357,366,133,0.363387978
85360,107,130,1
85361,4999,3835,0.767153431
85362,698,423,0.606017192
85363,5044,2657,0.526764473
85364,53996,24031,0.445051485
85365,38738,20801,0.536966286
85367,19705,10279,0.521644253
85371,182,82,0.450549451
85373,16420,13169,0.802009744
85374,40629,26533,0.653055699
85375,28790,22568,0.783883293
85377,3177,2730,0.859301228
85379,33634,23776,0.706903728
85381,20445,14477,0.708094889
85382,30569,25373,0.83002388
85383,39767,37536,0.943898207
85387,9576,10144,1
85388,20415,15357,0.752240999
85390,8277,5346,0.645886191
85392,28552,16867,0.590746708
85395,24787,20324,0.819945939
85396,14962,16781,1
85501,10156,5521,0.543619535
85530,1226,696,0.567699837
85531,209,350,1
85533,2503,1263,0.504594487
85534,2028,1303,0.642504931
85535,0,9,1
85536,372,207,0.556451613
85539,3463,1573,0.454230436
85540,2335,1096,0.469379015
85541,18428,14319,0.777024094
85542,2218,703,0.316952209
85543,2344,1633,0.696672355
85544,2494,2200,0.882117081
85545,510,299,0.58627451
85546,15497,7676,0.495321675
85550,3304,1397,0.422820823
85551,385,110,0.285714286
85552,4845,3159,0.652012384
85553,1624,1029,0.63362069
85554,516,497,0.963178295
85601,704,390,0.553977273
85602,7353,5429,0.738338093
85603,5505,3656,0.664123524
85605,431,210,0.487238979
85606,885,685,0.774011299
85607,11115,5797,0.521547458
85608,4671,408,0.087347463
85609,340,224,0.658823529
85610,845,607,0.718343195
85611,888,731,0.823198198
85613,3946,1116,0.282818044
85614,22048,18059,0.81907656
85615,7436,5806,0.780796127
85616,4350,2663,0.612183908
85617,968,706,0.729338843
85618,1411,589,0.417434444
85619,41,105,1
85620,500,281,0.562
85621,15613,7675,0.491577532
85622,6125,4947,0.807673469
85623,4511,3297,0.730880071
85624,1003,857,0.85443669
85625,1752,1118,0.638127854
85626,722,181,0.250692521
85627,942,548,0.581740977
85629,18082,13784,0.762305055
85630,1492,1567,1
85631,2975,1567,0.526722689
85632,687,461,0.671033479
85633,41,30,0.731707317
85634,4475,2114,0.472402235
85635,26071,15765,0.604694872
85637,1092,916,0.838827839
85638,1526,1315,0.861730013
85640,174,326,1
